Name	Taste	Reference	SMILES	Canonical SMILES	Sweet
Methylergonovine Maleate	Bitter	BitterDB	CCC(CO)NC(=O)C1CN(C)C2Cc3c[nH]c4cccc(C2=C1)c34.OC(=O)C=C/C(=O)O	OC(=O)C=CC(=O)O.CCC(NC(=O)C1CN(C)C2C(=C1)c1cccc3c1c(C2)c[nH]3)CO	False
Thiamine	Bitter	BitterDB	Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1	OCCc1sc[n+](c1C)Cc1cnc(nc1N)C	False
2,2,4-trihydroxychalcone	Bitter	BitterDB	Oc1ccc(C(=O)C=Cc2ccccc2O)c(O)c1	Oc1ccc(c(c1)O)C(=O)C=Cc1ccccc1O	False
γ,γ' -Dipyridyl Dihydrate, gamma,gamma'-Dipyridyl	Bitter	BitterDB	c1cc(ccn1)c2ccncc2	n1ccc(cc1)c1ccncc1	False
Periplocymarin	Bitter	BitterDB	COC1CC(OC2CCC3(C)C4CCC5(C)C(CCC5(O)C4CCC3(O)C2)C6=CC(=O)OC6)OC(C)C1O	COC1CC(OC2CCC3(C(C2)(O)CCC2C3CCC3(C2(O)CCC3C2=CC(=O)OC2)C)C)OC(C1O)C	False
Coumestrol	Bitter	BitterDB	Oc1ccc2c(OC(=O)c3c2oc4cc(O)ccc34)c1	Oc1ccc2c(c1)oc(=O)c1c2oc2c1ccc(c2)O	False
Dipyridamole	Bitter	BitterDB	OCCN(CCO)c1nc(N2CCCCC2)c3nc(nc(N4CCCCC4)c3n1)N(CCO)CCO	OCCN(c1nc(N2CCCCC2)c2c(n1)c(nc(n2)N(CCO)CCO)N1CCCCC1)CCO	False
Retamine	Bitter	BitterDB	OC1CCCN2CC3CC(CN4CCCCC34)C12	OC1CCCN2C1C1CC(C2)C2N(C1)CCCC2	False
Papaverine	Bitter	BitterDB	COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC	COc1ccc(cc1OC)Cc1nccc2c1cc(OC)c(c2)OC	False
Melilotoside	Bitter	BitterDB	OCC1OC(Oc2ccccc2C=C/C(=O)O)C(O)C(O)C1O	OCC1OC(Oc2ccccc2C=CC(=O)O)C(C(C1O)O)O	False
Daidzein	Bitter	BitterDB	Oc1ccc(cc1)C2=COc3cc(O)ccc3C2=O	Oc1ccc(cc1)c1coc2c(c1=O)ccc(c2)O	False
Picric Acid	Bitter	BitterDB	Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]	[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])O	False
Cohumulone	Bitter	BitterDB	CC(C)C(=O)C1=C(O)C(=C(O)C(O)(CC=C(C)C)C1=O)CC=C(C)C	CC(=CCC1=C(O)C(C(=O)C(=C1O)C(=O)C(C)C)(O)CC=C(C)C)C	False
Lupulon, Lupulone	Bitter	BitterDB	CC(C)CC(=O)C1=C(O)C(=C(O)C(CC=C(C)C)(CC=C(C)C)C1=O)CC=C(C)C	CC(=CCC1=C(O)C(C(=O)C(=C1O)C(=O)CC(C)C)(CC=C(C)C)CC=C(C)C)C	False
Nicotine	Bitter	BitterDB	CN1CCCC1c2cccnc2	CN1CCCC1c1cccnc1	False
Secobarbital Sodium	Bitter	BitterDB	[Na+].CCCC(C)C1(CC=C)C(=O)NC(=O)[N-]C1=O	CCCC(C1(CC=C)C(=O)[N-]C(=O)NC1=O)C.[Na+]	False
Fisetin	Bitter	BitterDB	OC1=C(Oc2cc(O)ccc2C1=O)c3ccc(O)c(O)c3	Oc1ccc2c(c1)oc(c(c2=O)O)c1ccc(c(c1)O)O	False
Hexethal Sodium	Bitter	BitterDB	[Na+].CCCCCCC1(CC)C(=O)NC(=NC1=O)[O-]	CCCCCCC1(CC)C(=O)NC(=NC1=O)[O-].[Na+]	False
Bretylium Tosylate	Bitter	BitterDB	CC[N+](C)(C)Cc1ccccc1Br.Cc2ccc(cc2)S(=O)(=O)[O-]	Cc1ccc(cc1)S(=O)(=O)[O-].CC[N+](Cc1ccccc1Br)(C)C	False
	Bitter	BitterDB	CCCCN(CCCC)CCN1S(=O)(=O)c2ccccc2S1(=O)=O	CCCCN(CCN1S(=O)(=O)c2c(S1(=O)=O)cccc2)CCCC	False
4-hydroxychalcone	Bitter	BitterDB	Oc1ccc(cc1)C(=O)C=Cc2ccccc2	Oc1ccc(cc1)C(=O)C=Cc1ccccc1	False
Scillaren	Bitter	BitterDB	CC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5(O)C4CCC3=C2)C6=COC(=O)C=C6)C(O)C(OC7OC(CO)C(O)C(O)C7O)C1O	OCC1OC(OC2C(O)C(OC3CCC4(C(=C3)CCC3C4CCC4(C3(O)CCC4c3ccc(=O)oc3)C)C)OC(C2O)C)C(C(C1O)O)O	False
Malathion	Bitter	BitterDB	CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC	CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC	False
Xanthohumol	Bitter	BitterDB	COc1cc(O)c(CC=C(C)C)c(O)c1C(=O)C=Cc2ccc(O)cc2	COc1cc(O)c(c(c1C(=O)C=Cc1ccc(cc1)O)O)CC=C(C)C	False
Swertiamarin	Bitter	BitterDB	OC[C@H]1O[C@@H](O[C@@H]2OC=C3C(=O)OCCC3(O)[C@H]2C=C)[C@H](O)[C@@H](O)[C@@H]1O	C=C[C@H]1[C@@H](OC=C2C1(O)CCOC2=O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O	False
Pseudoephedrine	Bitter	BitterDB	CNC(C)C(O)c1ccccc1.OS(=O)(=O)O	OS(=O)(=O)O.CNC(C(c1ccccc1)O)C	False
Dimethylthioformamide	Bitter	BitterDB	CN(C)C=S	S=CN(C)C	False
Methimazole	Bitter	BitterDB	CN1C=CNC1=S	Cn1cc[nH]c1=S	False
Isoxsuprine	Bitter	BitterDB	Cl.CC(COc1ccccc1)NC(C)C(O)c2ccc(O)cc2	CC(NC(C(c1ccc(cc1)O)O)C)COc1ccccc1.Cl	False
1-Naphthoic acid	Bitter	BitterDB	OC(=O)c1cccc2ccccc12	OC(=O)c1cccc2c1cccc2	False
4,4'-Oxydi-2-butanol	Bitter	BitterDB	CC(O)CCOCCC(C)O	CC(CCOCCC(O)C)O	False
Scutellarein	Bitter	BitterDB	Oc1ccc(cc1)C2=CC(=O)c3c(O)c(O)c(O)cc3O2	Oc1ccc(cc1)c1cc(=O)c2c(o1)cc(c(c2O)O)O	False
Goitrin	Bitter	BitterDB	C=CC1CNC(=S)O1	C=CC1CNC(=S)O1	False
Homocamfin	Bitter	BitterDB	CC(C)C1CC(=CC(=O)C1)C	CC1=CC(=O)CC(C1)C(C)C	False
Strychnine	Bitter	BitterDB	O=C1C[C@@H]2OCC=C3CN4CC[C@@]56[C@@H]4C[C@@H]3[C@@H]2[C@@H]5N1c7ccccc67	O=C1C[C@@H]2OCC=C3[C@H]4[C@@H]2[C@@H]2N1c1ccccc1[C@]12CCN([C@H]1C4)C3	False
Nialamide	Bitter	BitterDB	O=C(CCNNC(=O)c1ccncc1)NCc2ccccc2	O=C(NCc1ccccc1)CCNNC(=O)c1ccncc1	False
Cyclexedrine Hydrochloride	Bitter	BitterDB	Cl.CNCC(C)C1CCCCC1	CNCC(C1CCCCC1)C.Cl	False
Isoeugenyl methyl ether	Bitter	BitterDB	COc1ccc(C=CC)cc1OC	CC=Cc1ccc(c(c1)OC)OC	False
Aconine	Bitter	BitterDB	CCN1CC2(COC)C(O)CC(OC)C34[C@@H]5C[C@@]6(O)C(O)[C@@H]5[C@](O)(C(O)C6OC)C(C(OC)[C@H]23)[C@H]14	COCC12CN(CC)[C@@H]3C4([C@@H]2C(OC)C3[C@@]2([C@@H]3[C@H]4C[C@@](C3O)(C(C2O)OC)O)O)C(CC1O)OC	False
Aristolochic acid	Bitter	BitterDB	COc1cccc2c1cc(c3c(cc4OCOc4c23)C(=O)O)[N+](=O)[O-]	COc1cccc2c1cc([N+](=O)[O-])c1c2c2OCOc2cc1C(=O)O	False
Dicumarol	Bitter	BitterDB	OC1=C(CC2=C(O)Oc3ccccc3C2=O)C(=O)c4ccccc4O1	Oc1oc2ccccc2c(=O)c1Cc1c(O)oc2c(c1=O)cccc2	False
Norleucine D(-)-Form	Bitter	BitterDB	CCCCC(N)C(=O)O	CCCCC(C(=O)O)N	False
D-camphor	Bitter	BitterDB	CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2	O=C1C[C@@H]2C([C@@]1(C)CC2)(C)C	False
Sodium_thiocyanate	Bitter	BitterDB	[Na+].[S-][11C]#N	[S-][11C]#N.[Na+]	False
3,5-Diiodosalicylic Acid	Bitter	BitterDB	OC(=O)c1cc(I)cc(I)c1O	Ic1cc(I)c(c(c1)C(=O)O)O	False
Azathioprine	Bitter	BitterDB	Cn1cnc(c1Sc2ncnc3nc[nH]c23)[N+](=O)[O-]	Cn1cnc(c1Sc1ncnc2c1[nH]cn2)[N+](=O)[O-]	False
Trp-leu	Bitter	BitterDB	O=C([C@@]([H])(C([H])([H])c(c([H])n1[H])c2c1c([H])c([H])c([H])c2[H])N([H])[H])N([H])[C@]([H])(C(=O)O[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]	CC(C[C@@H](C(=O)O)NC(=O)[C@@H](Cc1c[nH]c2c1cccc2)N)C	False
Colupulone	Bitter	BitterDB	CC(C)C(=O)C1=C(O)C(=C(O)C(CC=C(C)C)(CC=C(C)C)C1=O)CC=C(C)C	CC(=CCC1=C(O)C(C(=O)C(=C1O)C(=O)C(C)C)(CC=C(C)C)CC=C(C)C)C	False
Pipradrol Hydrochloride	Bitter	BitterDB	Cl.OC(C1CCCCN1)(c2ccccc2)c3ccccc3	OC(c1ccccc1)(c1ccccc1)C1CCCCN1.Cl	False
6,4'-dihydroxyflavone	Bitter	BitterDB	Oc1ccc(cc1)C2=CC(=O)c3cc(O)ccc3O2	Oc1ccc(cc1)c1cc(=O)c2c(o1)ccc(c2)O	False
Mersalyl	Bitter	BitterDB	O.[Na+].COC(C[Hg])CNC(=O)c1ccccc1OCC(=O)[O-]	COC(CNC(=O)c1ccccc1OCC(=O)[O-])C[Hg].O.[Na+]	False
Glucovanillin	Bitter	BitterDB	COc1cc(C=O)ccc1OC2OC(CO)C(O)C(O)C2O	OCC1OC(Oc2ccc(cc2OC)C=O)C(C(C1O)O)O	False
Amprotropine Phosphate	Bitter	BitterDB	CCN(CC)CC(C)(C)COC(=O)C(CO)c1ccccc1.OP(=O)(O)O	OP(=O)(O)O.OCC(c1ccccc1)C(=O)OCC(CN(CC)CC)(C)C	False
Arecoline Hydrobromide	Bitter	BitterDB	Br.COC(=O)C1=CCCN(C)C1	COC(=O)C1=CCCN(C1)C.Br	False
(-)-alpha Thujone	Bitter	BitterDB	CC(C)[C@@]12C[C@@H]1[C@H](C)C(=O)C2	O=C1C[C@]2([C@@H]([C@@H]1C)C2)C(C)C	False
5,7'-dimethoxyflavonee	Bitter	BitterDB	COc1cc(OC)c2C(=O)C=C(Oc2c1)c3ccccc3	COc1cc(OC)c2c(c1)oc(cc2=O)c1ccccc1	False
Hg-12	Bitter	BitterDB	COC1CC(OC2CC[C@]3(C)C4CC(OC(=O)/C(=C/C)/C)[C@]5(C)C(CC[C@]5(O)C4CC=C3C2)C(=O)C)OC(C)C1OC1CC(OC)C(OC2OC(C)C(O)C(OC)C2O)C(C)O1	COC1CC(OC2CC[C@]3(C(=CCC4C3CC(OC(=O)/C(=C/C)/C)[C@]3([C@]4(O)CCC3C(=O)C)C)C2)C)OC(C1OC1CC(OC)C(C(O1)C)OC1OC(C)C(C(C1O)OC)O)C	False
Magnesium Sulfate Heptahydrate	Bitter	BitterDB	O.O.O.O.O.O.O.[Mg+2].[O-]S(=O)(=O)[O-]	[O-]S(=O)(=O)[O-].O.O.O.O.O.O.O.[Mg+2]	False
Pholcodine	Bitter	BitterDB	CN1CCC23C4Oc5c(OCCN6CCOCC6)ccc(CC1C2C=CC4O)c35	CN1CCC23C4C1Cc1c3c(OC2C(C=C4)O)c(cc1)OCCN1CCOCC1	False
Plaunotol	Bitter	BitterDB	CC(=CCCC(=CCCC(=CCCC(=CCO)C)CO)C)C	OCC=C(CCC=C(CCC=C(CCC=C(C)C)C)CO)C	False
Trans-isoadhumulone	Bitter	BitterDB	CC[C@H](C)C(=O)C1=C(O)[C@@](O)([C@H](CC=C(C)C)C1=O)C(=O)CC=C(C)C	CC[C@@H](C(=O)C1=C(O)[C@]([C@@H](C1=O)CC=C(C)C)(O)C(=O)CC=C(C)C)C	False
7,3',4'-trihydroxyflavone	Bitter	BitterDB	Oc1ccc2C(=O)C=C(Oc2c1)c3ccc(O)c(O)c3	Oc1ccc2c(c1)oc(cc2=O)c1ccc(c(c1)O)O	False
Butalbital	Bitter	BitterDB	CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O	C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O	False
Warfarin Sodium salt	Bitter	BitterDB	[Na+].CC(=O)CC(C1=C([O-])c2ccccc2OC1=O)c3ccccc3	CC(=O)CC(c1c(=O)oc2c(c1[O-])cccc2)c1ccccc1.[Na+]	False
Prednisone	Bitter	BitterDB	C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO	OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)CC(=O)[C@H]1[C@H]2CCC2=CC(=O)C=C[C@]12C	False
Veatchine	Bitter	BitterDB	CC12CCCC3(C1CCC45CC(CCC34)C(=C)C5O)C6OCCN6C2	C=C1C2CCC3C(C1O)(C2)CCC1C23CCCC1(C)CN1C2OCC1	False
Ginkgolide A	Bitter	BitterDB	CC1C(=O)OC2CC34C5CC(C(C)(C)C)C36C(OC(=O)C6O)OC4(C(=O)O5)C12O	O=C1OC2C(C1C)(O)C13C4(C2)C(OC3=O)CC(C24C(O1)OC(=O)C2O)C(C)(C)C	False
Phe-phe-phe, Phenylalanyl-phenylalanyl-phenylalanine	Bitter	BitterDB	O=C(C([H])(C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])N([H])C(C([H])(C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])N([H])[H])=O)N([H])C([H])(C(=O)O[H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[H]	NC(C(=O)NC(C(=O)NC(C(=O)O)Cc1ccccc1)Cc1ccccc1)Cc1ccccc1	False
Tricetin	Bitter	BitterDB	Oc1cc(O)c2C(=O)C=C(Oc2c1)c3cc(O)c(O)c(O)c3	Oc1cc(O)c2c(c1)oc(cc2=O)c1cc(O)c(c(c1)O)O	False
Methamphetamine Hydrochloride	Bitter	BitterDB	Cl.CNC(C)Cc1ccccc1	CNC(Cc1ccccc1)C.Cl	False
Pentamidine Isethionate	Bitter	BitterDB	NC(=N)c1ccc(OCCCCCOc2ccc(cc2)C(=N)N)cc1.OCCS(=O)(=O)O.OCCS(=O)(=O)O	NC(=N)c1ccc(cc1)OCCCCCOc1ccc(cc1)C(=N)N.OCCS(=O)(=O)O.OCCS(=O)(=O)O	False
Trp-trp	Bitter	BitterDB	O=C([C@@]([H])(C([H])([H])c(c([H])n1[H])c2c1c([H])c([H])c([H])c2[H])N([H])[H])N([H])[C@@]([H])(C(=O)O[H])C([H])([H])c(c([H])n3[H])c4c3c([H])c([H])c([H])c4[H]	O=C([C@@H](Cc1c[nH]c2c1cccc2)N)N[C@@H](C(=O)O)Cc1c[nH]c2c1cccc2	False
	Bitter	BitterDB	[O-][N+](=O)c1ccc2C(=O)N(CC=C)S(=O)(=O)c2c1	C=CCN1C(=O)c2c(S1(=O)=O)cc(cc2)[N+](=O)[O-]	False
Apigenin	Bitter	BitterDB	Oc1ccc(cc1)C2=CC(=O)c3c(O)cc(O)cc3O2	Oc1ccc(cc1)c1cc(=O)c2c(o1)cc(cc2O)O	False
4,2,5-trihydroxychalconee	Bitter	BitterDB	Oc1ccc(C=CC(=O)c2cc(O)ccc2O)cc1	Oc1ccc(cc1)C=CC(=O)c1cc(O)ccc1O	False
Nikethamide	Bitter	BitterDB	CCN(CC)C(=O)c1cccnc1	CCN(C(=O)c1cccnc1)CC	False
Lomefloxacin	Bitter	BitterDB	CCN1C=C(C(=O)O)C(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c12	CCn1cc(C(=O)O)c(=O)c2c1c(F)c(N1CCNC(C1)C)c(c2)F	False
Fennel oil	Bitter	BitterDB	COc1ccc(CC=C)cc1.COc2ccc(C=CC)cc2.CC34CCC(C3)C(C)(C)C4=O	O=C1C2(C)CCC(C1(C)C)C2.COc1ccc(cc1)CC=C.CC=Cc1ccc(cc1)OC	False
Alpha-Linolenic Acid	Bitter	BitterDB	CCC=CCC=CCC=CCCCCCCCC(=O)O	CCC=CCC=CCC=CCCCCCCCC(=O)O	False
Phenyl beta-D-glucopyranoside	Bitter	BitterDB	OC[C@H]1O[C@@H](Oc2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O	OC[C@H]1O[C@@H](Oc2ccccc2)[C@@H]([C@H]([C@@H]1O)O)O	False
6-Methyl-2-thiouracil	Bitter	BitterDB	Cc1cc(O)nc(S)n1	Cc1cc(O)nc(n1)S	False
Quinazoline	Bitter	BitterDB	c1ccc2ncncc2c1	c1ccc2c(c1)ncnc2	False
Chloral Hydrate	Bitter	BitterDB	OC(O)C(Cl)(Cl)Cl	OC(C(Cl)(Cl)Cl)O	False
Magnesium Lactate Trihydrate	Bitter	BitterDB	[Mg+2].CC([O-])C(=O)[O-].CC([O-])C(=O)[O-]	[O-]C(=O)C(C)[O-].[O-]C(=O)C(C)[O-].[Mg+2]	False
Procainamid	Bitter	BitterDB	CCN(CC)CCNC(=O)c1ccc(N)cc1	CCN(CCNC(=O)c1ccc(cc1)N)CC	False
(-)-epigallocatechin (EGC), epigallocatechin, Gallocatechol	Bitter	BitterDB	O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c3cc(O)c(O)c(O)c3	Oc1cc2O[C@H](c3cc(O)c(c(c3)O)O)[C@@H](Cc2c(c1)O)O	False
Liquiritigenin	Bitter	BitterDB	Oc1ccc(cc1)C2CC(=O)c3ccc(O)cc3O2	Oc1ccc(cc1)C1CC(=O)c2c(O1)cc(cc2)O	False
Atranorin	Bitter	BitterDB	COC(=O)c1c(C)cc(OC(=O)c2c(C)cc(O)c(C=O)c2O)c(C)c1O	COC(=O)c1c(C)cc(c(c1O)C)OC(=O)c1c(C)cc(c(c1O)C=O)O	False
Berberine	Bitter	BitterDB	COc1ccc2cc3c4cc5OCOc5cc4CC[n+]3cc2c1OC	COc1c(OC)ccc2c1c[n+]1CCc3c(c1c2)cc1c(c3)OCO1	False
Sodium Bromide	Bitter	BitterDB	[Na+].[Br-]	[Na+].[Br-]	False
Dodecarbonium Chloride	Bitter	BitterDB	[Cl-].CCCCCCCCCCCCNC(=O)C[N+](C)(C)Cc1ccccc1	CCCCCCCCCCCCNC(=O)C[N+](Cc1ccccc1)(C)C.[Cl-]	False
Columbin	Bitter	BitterDB	CC12CC(OC(=O)C1CCC3(C)C2C4OC(=O)C3(O)C=C4)c5cocc5	O=C1OC(CC2(C1CCC1(C2C2C=CC1(O)C(=O)O2)C)C)c1cocc1	False
Sulfur dioxide	Bitter	BitterDB	O=S=O	O=S=O	False
Citral (neral)	Bitter	BitterDB	CC(=CCCC(=CC=O)C)C	O=CC=C(CCC=C(C)C)C	False
	Bitter	BitterDB	CCN(CC)CCN1C(=O)c2ccccc2S1(=O)=O	CCN(CCN1C(=O)c2c(S1(=O)=O)cccc2)CC	False
Amphetamine Sulfate	Bitter	BitterDB	CC(N)Cc1ccccc1.CC(N)Cc2ccccc2.OS(=O)(=O)O	OS(=O)(=O)O.CC(Cc1ccccc1)N.CC(Cc1ccccc1)N	False
Artemisin	Bitter	BitterDB	CC1C2C(O)CC3(C)C=CC(=O)C(=C3C2OC1=O)C	OC1CC2(C)C=CC(=O)C(=C2C2C1C(C)C(=O)O2)C	False
Glaucarubin	Bitter	BitterDB	CCC(C)(O)C(=O)OC1C2C(C)C(O)C3(O)OCC24C(CC5C(=CC(O)C(O)C5(C)C34)C)OC1=O	CCC(C(=O)OC1C(=O)OC2C34C1C(C)C(O)C(C4C1(C(C2)C(=CC(C1O)O)C)C)(OC3)O)(O)C	False
Enalapril	Bitter	BitterDB	CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O	CCOC(=O)[C@@H](N[C@H](C(=O)N1CCC[C@H]1C(=O)O)C)CCc1ccccc1	False
Glucobrassicin	Bitter	BitterDB	OCC1OC(SC(=NOS(=O)(=O)O)Cc2c[nH]c3ccccc23)C(O)C(O)C1O	OCC1OC(SC(=NOS(=O)(=O)O)Cc2c[nH]c3c2cccc3)C(C(C1O)O)O	False
Quinine , Quinine bimuriate, Quinine dihydrochloride	Bitter	BitterDB	Cl.Cl.COc1ccc2nccc([C@@H](O)[C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1	C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](c1ccnc2c1cc(OC)cc2)O.Cl.Cl	False
Sulfobromophthalein Sodium	Bitter	BitterDB	[Na+].[Na+].Oc1ccc(cc1S(=O)(=O)[O-])C2(OC(=O)c3c(Br)c(Br)c(Br)c(Br)c23)c4ccc(O)c(c4)S(=O)(=O)[O-]	Brc1c(Br)c(Br)c2c(c1Br)C(=O)OC2(c1ccc(c(c1)S(=O)(=O)[O-])O)c1ccc(c(c1)S(=O)(=O)[O-])O.[Na+].[Na+]	False
Erythromycin	Bitter	BitterDB	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@@H]([C@](C2)(C)OC)O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C[C@H](C(=O)[C@@H]([C@H]([C@]1(C)O)O)C)C)(C)O	False
Retigabine	Tasteless	ToxNet	CCOC(=O)NC1=C(C=C(C=C1)NCC2=CC=C(C=C2)F)N	CCOC(=O)Nc1ccc(cc1N)NCc1ccc(cc1)F	False
niclosamide	Tasteless	ToxNet	C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O	Clc1ccc(c(c1)C(=O)Nc1ccc(cc1Cl)[N+](=O)[O-])O	False
fluoxymesterone	Tasteless	ToxNet	C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3CC[C@]4(C)O)C)O)F	O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@]2(F)[C@@H](O)C[C@]2([C@H]1CC[C@]2(C)O)C)C	False
MERCUROUS ION DIIODIDE	Tasteless	ToxNet	[I-].[I-].[Hg+].[Hg+]	[I-].[I-].[Hg+].[Hg+]	False
CHLORPHENESIN CARBAMATE	Tasteless	ToxNet	C1=CC(=CC=C1OCC(COC(=O)N)O)Cl	OC(COC(=O)N)COc1ccc(cc1)Cl	False
BITOSCANATE	Tasteless	ToxNet	C1=CC(=CC=C1N=C=S)N=C=S	S=C=Nc1ccc(cc1)N=C=S	False
PYRANTEL	Tasteless	ToxNet	CN1CCCN=C1/C=C/C2=CC=CS2	CN1CCCN=C1/C=C/c1cccs1	False
COUMATETRALYL	Tasteless	ToxNet	C1CC(C2=CC=CC=C2C1)C3=C(C4=CC=CC=C4OC3=O)O	O=c1oc2ccccc2c(c1C1CCCc2c1cccc2)O	False
TRIMAGNESIUM PHOSPHATE	Tasteless	ToxNet	[O-]P(=O)([O-])[O-].[O-]P(=O)([O-])[O-].[Mg+2].[Mg+2].[Mg+2]	[O-]P(=O)([O-])[O-].[O-]P(=O)([O-])[O-].[Mg+2].[Mg+2].[Mg+2]	False
benzoic acid	Tasteless	ToxNet	C1=CC=C(C=C1)C(=O)O	OC(=O)c1ccccc1	False
zonisamide	Tasteless	ToxNet	C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N	NS(=O)(=O)Cc1noc2c1cccc2	False
thiabendazole	Tasteless	ToxNet	C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3	c1scc(n1)c1nc2c([nH]1)cccc2	False
sorbic acid	Tasteless	ToxNet	C/C=C/C=C/C(=O)O	C/C=C/C=C/C(=O)O	False
Oxygen	Tasteless	ToxNet	O=O	O=O	False
MERCUROUS ION DIBROMIDE	Tasteless	ToxNet	[Br-].[Br-].[Hg+].[Hg+]	[Br-].[Br-].[Hg+].[Hg+]	False
PINDONE	Tasteless	ToxNet	CC(C)(C)C(=O)C1C(=O)C2=CC=CC=C2C1=O	O=C(C(C)(C)C)C1C(=O)c2c(C1=O)cccc2	False
IOPANOIC ACID	Tasteless	ToxNet	CCC(CC1=C(C(=C(C=C1I)I)N)I)C(=O)O	CCC(C(=O)O)Cc1c(I)cc(c(c1I)N)I	False
methane	Tasteless	ToxNet	C	C	False
AgI	Tasteless	ToxNet	[Ag+].[I-]	[Ag+].[I-]	False
carbon monoxide	Tasteless	ToxNet	[C-]#[O+]	[C-]#[O+]	False
BARIUM SULFATE	Tasteless	ToxNet	[O-]S(=O)(=O)[O-].[Ba+2]	[O-]S(=O)(=O)[O-].[Ba+2]	False
SARIN	Tasteless	ToxNet	CC(C)OP(=O)(C)F	CC(OP(=O)(F)C)C	False
TITANIUM DIOXIDE	Tasteless	ToxNet	O=[Ti]=O	O=[Ti]=O	False
zinc(II)cyanide	Tasteless	ToxNet	[C-]#N.[C-]#N.[Zn+2]	[C-]#N.[C-]#N.[Zn+2]	False
ribavirin	Tasteless	ToxNet	C1=NC(=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N	OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc(n1)C(=O)N	False
Tocodilydrin	Tasteless	ToxNet	CC(CCC1=CC=CC=C1)[NH2+]C(C)C(C2=CC=C(C=C2)O)O.[Cl-]	CC([NH2+]C(C(c1ccc(cc1)O)O)C)CCc1ccccc1.[Cl-]	False
Helium	Tasteless	ToxNet	[He]	[He]	False
Bi(NO3)3	Tasteless	ToxNet	[N+](=O)([O-])O[Bi](O[N+](=O)[O-])O[N+](=O)[O-]	[O-][N+](=O)O[Bi](O[N+](=O)[O-])O[N+](=O)[O-]	False
methyclothiazide	Tasteless	ToxNet	CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CCl	ClCC1Nc2cc(Cl)c(cc2S(=O)(=O)N1C)S(=O)(=O)N	False
ACENOCOUMAROL	Tasteless	ToxNet	CC(=O)CC(C1=CC=C(C=C1)[N+](=O)[O-])C2=C(C3=CC=CC=C3OC2=O)O	CC(=O)CC(c1c(=O)oc2c(c1O)cccc2)c1ccc(cc1)[N+](=O)[O-]	False
POTASSIUM BROMATE	Tasteless	ToxNet	[O-]Br(=O)=O.[K+]	[O-][Br](=O)=O.[K+]	False
primidone	Tasteless	ToxNet	CCC1(C(=O)NCNC1=O)C2=CC=CC=C2	CCC1(C(=O)NCNC1=O)c1ccccc1	False
STRONTIUM CARBONATE	Tasteless	ToxNet	C(=O)([O-])[O-].[Sr+2]	[O-]C(=O)[O-].[Sr+2]	False
Radon	Tasteless	ToxNet	[Rn]	[Rn]	False
