name	orig_taste	reference	smiles	can-smiles	taste	orig_idx	EA(eV)	IP(eV)	CNS	dip^2/V	CIQPlogS	RuleOfThree	RuleOfFive	PSA	HumanOralAbsorption	PercentHumanOralAbsorption	SAfluorine	SAamideO	#stars	#amine	#amidine	#acid	#amide	#rotor	#rtvFG	#metab	#NandO	#ringatoms	#in34	#in56	#noncon	#nonHatm	QPpolrz	QPlogPC16	QPlogPoct	QPlogPw	QPlogPo/w	QPlogS	QPlogHERG	QPPCaco	QPlogBB	QPPMDCK	QPlogKp	QPlogKhsa	dipole	SASA	FOSA	FISA	PISA	WPSA	volume	donorHB	accptHB	ACxDN^.5/SA	glob	MW	AlogP	RB	PSA	Estate	MR	Polar	Num aromatic rings	RingCount	ChiralCenterCount	HeavyAtomCount	Total charge
	Bitter	BitterDB	CCCCN1C(=O)c2ccc(cc2S1(=O)=O)[N+](=O)[O-]	CCCCN1C(=O)c2c(S1(=O)=O)cc(cc2)[N+](=O)[O-]	False	300	2.272	11.049000000000001	-2.0	0.0215385	-2.802	0.0	0.0	105.97	3.0	64.521	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	7.0	9.0	0.0	9.0	1.0	19.0	26.706999999999997	8.436	12.311	8.218	0.584	-2.166	-4.467	80.957	-1.706	32.794000000000004	-4.811	-0.662	4.302	513.994	185.27900000000002	220.146	108.29700000000001	0.272	859.443	0.0	6.0	0.0	0.8505202	284.2884	1.7885	4	105.97	59.085	67.9911	28.92	1	2	0	19	0
Sulfamerazine Monosodium salt	Bitter	BitterDB	[Na].Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1	Nc1ccc(cc1)S(=O)(=O)Nc1nccc(n1)C.[Na]	False	1255	0.45299999999999996	8.732999999999999	-2.0	0.0632723	-2.512	0.0	0.0	94.32	3.0	75.57600000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	3.0	6.0	12.0	0.0	12.0	0.0	18.0	26.804000000000002	9.261000000000001	17.294	13.922	0.885	-2.45	-5.2410000000000005	267.584	-1.224	119.20100000000001	-3.306	-0.598	7.239	505.19800000000004	90.39200000000001	165.395	249.269	0.142	828.2239999999999	2.5	7.5	0.023472999999999997	0.8442448	263.2956	1.2109	3	94.32	45.585	65.8005	32.104	2	2	0	18	-1
Propamidine Isethionate	Bitter	BitterDB	NC(=N)c1ccc(OCCCOc2ccc(cc2)C(=N)N)cc1.OCCS(=O)(=O)O.OCCS(=O)(=O)O	NC(=N)c1ccc(cc1)OCCCOc1ccc(cc1)C(=N)N.OCCS(=O)(=O)O.OCCS(=O)(=O)O	False	459	0.29	8.511000000000001	-2.0	0.0250972	-3.968	0.0	1.0	121.68	2.0	60.45399999999999	0.0	0.0	0.0	0.0	2.0	0.0	0.0	12.0	0.0	2.0	6.0	12.0	0.0	12.0	0.0	23.0	31.244	12.968	21.706999999999997	15.34	1.849	-3.215	-6.353	98.008	-2.403	40.181	-7.307	-0.389	5.143	631.85	113.35799999999999	211.393	307.098	0.0	1053.734	6.0	4.5	0.017445099999999998	0.7925717	314.3822	-1.8058	8	121.68	45.501999999999995	85.6584	42.535	2	2	0	23	2
Artemorin	Bitter	BitterDB	CC1=C/[C@H]2OC(=O)C(=C)[C@@H]2CCC(=C)[C@H](O)CC1	CC1=C[C@H]2OC(=O)C(=C)[C@@H]2CCC(=C)[C@@H](CC1)O	False	2189	0.191	9.774	0.0	0.0602989	-2.271	0.0	0.0	46.53	3.0	90.838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	6.0	3.0	13.0	0.0	5.0	7.0	18.0	27.612	7.8020000000000005	13.485	7.7589999999999995	2.025	-3.33	-3.6489999999999996	808.078	-0.529	392.93199999999996	-3.2260000000000004	0.004	7.206	493.32300000000004	316.939	114.779	61.605	0.0	861.107	1.0	4.7	0.009527200000000001	0.8873023999999999	248.3175	2.9741	0	46.53	43.167	70.3888	27.535	0	2	3	18	0
Eriodictyolb	Bitter	BitterDB	Oc1cc(O)c2C(=O)CC(Oc2c1)c3ccc(O)c(O)c3	Oc1cc2OC(CC(=O)c2c(c1)O)c1ccc(c(c1)O)O	False	881	0.426	8.99	-2.0	0.012507299999999999	-3.903	0.0	0.0	107.22	2.0	62.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	6.0	6.0	16.0	0.0	16.0	2.0	21.0	27.677	10.068999999999999	16.532	12.276	0.9470000000000001	-3.15	-4.885	46.135	-1.913	17.796	-4.907	-0.18600000000000003	3.2760000000000002	509.92800000000005	48.308	245.9	215.71900000000002	0.0	858.055	3.0	4.75	0.016134100000000002	0.8563805	288.2522	2.0303	1	107.22	60.669	72.1235	34.624	2	3	1	21	0
Prunin	Bitter	BitterDB	OCC1OC(Oc2cc(O)c3C(=O)CC(Oc3c2)c4ccc(O)cc4)C(O)C(O)C1O	OCC1OC(Oc2cc3OC(CC(=O)c3c(c2)O)c2ccc(cc2)O)C(C(C1O)O)O	False	661	0.21100000000000002	9.142999999999999	-2.0	0.055035900000000006	-3.9139999999999997	2.0	1.0	166.14	2.0	32.759	0.0	0.0	1.0	0.0	0.0	0.0	0.0	9.0	1.0	8.0	10.0	22.0	0.0	22.0	7.0	31.0	39.825	14.610999999999999	28.474	22.621	-0.254	-3.427	-5.835	13.55	-3.1260000000000003	4.734	-5.435	-0.695	8.261000000000001	697.868	172.671	302.009	223.188	0.0	1240.031	5.0	12.5	0.040051800000000005	0.7998597	434.3934	0.3933	4	166.14	88.167	102.8606	47.408	2	4	6	31	0
Narcobarbital	Bitter	BitterDB	CC(C)C1(CC(=C)Br)C(=O)NC(=O)N(C)C1=O	BrC(=C)CC1(C(C)C)C(=O)NC(=O)N(C1=O)C	False	2576	0.703	10.539000000000001	0.0	0.0052358000000000005	-4.0680000000000005	0.0	0.0	66.48	3.0	94.425	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	5.0	6.0	0.0	6.0	1.0	17.0	23.7	7.468	11.165999999999999	6.349	1.985	-2.6689999999999996	-2.61	1320.7579999999998	-0.179	1321.8039999999999	-2.8360000000000003	-0.08199999999999999	2.031	438.08099999999996	264.325	92.27799999999999	27.404	54.075	787.574	1.0	4.0	0.0091307	0.9414661	303.1524	1.5856	3	66.48	48.001000000000005	66.0305	25.579	0	1	1	17	0
Geranyl propionate	Bitter	BitterDB	CCC(=O)OCC=C(/C)CCC=C(C)C	CCC(=O)OCC=C(CCC=C(C)C)C	False	1308	-0.546	9.583	0.0	0.0116985	-2.612	1.0	0.0	26.3	3.0	100.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	6.0	1.0	7.0	2.0	0.0	0.0	0.0	0.0	15.0	27.104	7.172999999999999	9.02	2.253	3.984	-4.8580000000000005	-4.659	3011.738	-0.34700000000000003	1628.901	-1.864	0.504	3.284	562.812	484.466	54.527	23.819000000000003	0.0	921.612	0.0	2.0	0.0	0.8137671	210.3126	3.9801	7	26.3	33.501	64.9605	24.968000000000004	0	0	0	15	0
Tetracaine Hydrochloride	Bitter	BitterDB	Cl.CCCCNc1ccc(cc1)C(=O)OCCN(C)C	CCCCNc1ccc(cc1)C(=O)OCCN(C)C.Cl	False	1225	0.062	8.363999999999999	1.0	0.0162811	-1.9380000000000002	0.0	0.0	42.77	3.0	100.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	8.0	1.0	3.0	4.0	6.0	0.0	6.0	0.0	19.0	31.685	9.402000000000001	13.868	7.124	3.49	-3.2110000000000003	-6.068	695.926	-0.11900000000000001	369.879	-3.4189999999999996	0.133	4.12	618.869	429.077	58.023	131.768	0.0	1042.425	1.0	5.0	0.008079300000000001	0.8033958999999999	265.3712	1.4008	9	42.77	41.168	77.5736	34.025	1	1	0	19	1
Cyclobarbital	Bitter	BitterDB	[Ca+2].CCC1(C(=O)NC(=NC1=O)[O-])c2ccccc2.CCC3(C(=O)NC(=NC3=O)[O-])c4ccccc4	CCC1(C(=O)NC(=NC1=O)[O-])c1ccccc1.CCC1(C(=O)NC(=NC1=O)[O-])c1ccccc1.[Ca+2]	False	1965	0.55	9.919	0.0	0.001789	-2.99	0.0	0.0	75.27	3.0	83.559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	5.0	12.0	0.0	12.0	1.0	17.0	22.868000000000002	7.8420000000000005	12.522	9.426	1.4669999999999999	-2.31	-3.213	482.05	-0.529	224.80700000000002	-3.3819999999999997	-0.221	1.12	403.53	96.64299999999999	138.438	168.449	0.0	701.023	2.0	4.0	0.0140184	0.9457521999999999	232.2353	1.3207	2	75.27	47.418	59.7463	26.894000000000002	1	2	0	17	0
3,4-Dinitrobenzoic Acid	Bitter	BitterDB	OC(=O)c1ccc(c(c1)[N+](=O)[O-])[N+](=O)[O-]	[O-][N+](=O)c1cc(ccc1[N+](=O)[O-])C(=O)O	False	2648	2.608	11.911	-2.0	0.030450900000000003	-2.339	1.0	0.0	126.41	2.0	41.003	0.0	0.0	2.0	0.0	0.0	1.0	0.0	3.0	0.0	2.0	8.0	6.0	0.0	6.0	0.0	15.0	17.122	6.78	9.877	7.9910000000000005	0.151	-1.5830000000000002	-1.78	5.446000000000001	-1.913	2.248	-6.047000000000001	-0.715	4.293	383.19699999999995	0.0	280.866	102.33	0.0	605.325	1.0	4.0	0.0104385	0.9030999	211.1085	0.5454	3	126.41	60.668	45.188	18.598	1	1	0	15	-1
Tiliacorine	Bitter	BitterDB	COc1cc2CCN(C)C3Cc4ccc(OC)c(c4)c5cc(CC6N(C)CCc7cc8Oc1c(Oc8cc67)c23)ccc5O	COc1cc2CCN(C3c2c2c1Oc1cc4CCN(C(c4cc1O2)Cc1cc(c2cc(C3)ccc2OC)c(O)cc1)C)C	False	1940	0.021	8.229	1.0	0.0024206999999999996	-7.6129999999999995	1.0	2.0	66.03	1.0	73.005	0.0	0.0	1.0	2.0	0.0	0.0	0.0	8.0	0.0	11.0	7.0	34.0	0.0	34.0	6.0	43.0	56.321000000000005	15.458	23.94	10.443	5.358	-4.691	-6.986000000000001	185.69	0.33299999999999996	98.12	-5.093	1.286	1.99	819.42	538.534	54.931000000000004	225.955	0.0	1635.53	1.0	7.25	0.0088477	0.8192773000000001	578.6973	3.5506	2	66.03	86.005	163.7629	78.055	4	8	4	43	2
Sulfamethoxypyridazine	Bitter	BitterDB	COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1	COc1ccc(nn1)NS(=O)(=O)c1ccc(cc1)N	False	2736	0.68	8.769	-2.0	0.0886751	-2.7889999999999997	0.0	0.0	115.58	3.0	72.828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	2.0	7.0	12.0	0.0	12.0	0.0	19.0	26.598000000000003	9.405	17.577	13.642999999999999	0.539	-2.396	-5.013999999999999	243.93900000000002	-1.2830000000000001	109.775	-3.333	-0.598	8.642000000000001	504.73900000000003	97.1	169.632	236.46900000000002	1.5390000000000001	842.197	2.5	7.5	0.023494400000000002	0.8544905	280.303	1.0203	4	115.58	51.585	72.3872	33.128	2	2	0	19	0
Ursodiol	Bitter	BitterDB	C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	O[C@@H]1CC[C@]2([C@@H](C1)C[C@@H]([C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)O)C)C)O)C	False	1700	-1.0290000000000001	10.799000000000001	-2.0	0.0081079	-4.789	0.0	0.0	80.59	3.0	78.322	0.0	0.0	2.0	0.0	0.0	1.0	0.0	6.0	0.0	3.0	4.0	17.0	0.0	17.0	17.0	28.0	40.292	11.886	20.642	10.972999999999999	3.812	-5.15	-2.12	42.013000000000005	-1.5190000000000001	20.457	-4.395	0.465	3.1919999999999997	661.11	473.816	187.294	0.0	0.0	1256.829	3.0	5.4	0.014147499999999999	0.8519393	391.5641	3.3115	4	80.59	63.831	106.9946	42.965	0	4	10	28	-1
Pemirolast	Bitter	BitterDB	Cc1cccn2c(=O)c(cnc12)c1nn[nH]n1	Cc1cccn2c1ncc(c2=O)c1n[nH]nn1	False	1767	1.5930000000000002	9.201	-2.0	0.1969335	-2.035	0.0	0.0	86.45	3.0	66.476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	7.0	15.0	0.0	15.0	0.0	17.0	24.243000000000002	7.39	13.985999999999999	9.113	-0.033	-1.466	-4.245	165.783	-1.041	70.919	-4.376	-0.899	11.901	440.02099999999996	83.479	187.321	169.222	0.0	719.171	0.0	6.0	0.0	0.8822251	227.2022	1.4847	1	86.45	42.335	61.2431	27.583000000000002	3	3	0	17	-1
Nobiletin	Bitter	BitterDB	COc1ccc(cc1OC)C2=CC(=O)c3c(OC)c(OC)c(OC)c(OC)c3O2	COc1cc(ccc1OC)c1cc(=O)c2c(o1)c(OC)c(c(c2OC)OC)OC	False	1563	0.927	8.975	0.0	0.0082115	-5.331	0.0	0.0	85.59	3.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	6.0	8.0	16.0	0.0	16.0	0.0	29.0	39.184	10.583	16.18	8.052999999999999	3.552	-3.912	-4.788	3824.052	-0.212	2108.576	-1.281	-0.033	3.136	651.009	475.15	43.591	132.267	0.0	1197.579	0.0	7.0	0.0	0.8377498999999999	402.3946	3.7696	7	85.59	69.837	101.7057	47.985	3	3	0	29	0
Bufotoxin	Bitter	BitterDB	CC(=O)O[C@H]1C[C@]2(O)C3CC[C@@H]4C[C@H](CC[C@]4(C)C3CC[C@]2(C)[C@H]1C5=CC(=O)OC=C5)OC(=O)CCCCCCC(=O)NC(CCCN=C(N)N)C(=O)O	O=C(NC(C(=O)O)CCCN=C(N)N)CCCCCCC(=O)O[C@H]1CC[C@]2([C@@H](C1)CCC1C2CC[C@]2([C@]1(O)C[C@@H]([C@@H]2c1ccoc(=O)c1)OC(=O)C)C)C	False	133	0.743	8.235	-2.0	0.0106348	-8.52	2.0	3.0	235.91	1.0	7.095	0.0	26.122	13.0	0.0	1.0	1.0	1.0	17.0	3.0	6.0	14.0	23.0	0.0	23.0	17.0	54.0	73.193	23.708000000000002	41.593	25.56	4.37	-7.226	-2.7969999999999997	0.43	-4.959	0.243	-8.619	0.55	4.879	1109.759	664.615	375.204	69.94	0.0	2238.739	6.25	13.0	0.0292856	0.7457705	756.9252	1.3287	19	235.91	131.75	191.95	80.57600000000001	1	5	10	54	0
Arglabin	Bitter	BitterDB	CC1=CC[C@]23O[C@@]2(C)CC[C@@H]4[C@H](OC(=O)C4=C)[C@H]13	CC1=CC[C@]23[C@@H]1[C@H]1OC(=O)C(=C)[C@@H]1CC[C@@]3(O2)C	False	1330	0.311	9.666	1.0	0.0346622	-2.006	0.0	0.0	38.83	3.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	4.0	3.0	14.0	3.0	9.0	8.0	18.0	25.846999999999998	7.015	11.107000000000001	6.377000000000001	1.7469999999999999	-1.84	-2.866	2746.9309999999996	0.059000000000000004	1474.662	-2.254	-0.444	5.261	443.472	313.151	58.742	71.579	0.0	798.587	0.0	5.0	0.0	0.9386707000000001	246.3016	1.9664	0	38.83	39.0	66.7891	26.179000000000002	0	4	5	18	0
Etilefrin Hydrochloride	Bitter	BitterDB	Cl.CCNCC(O)c1cccc(O)c1	CCNCC(c1cccc(c1)O)O.Cl	False	754	-0.085	9.158	0.0	0.0062827	-0.7090000000000001	0.0	0.0	57.07	2.0	70.681	0.0	0.0	0.0	1.0	0.0	0.0	0.0	6.0	0.0	4.0	3.0	6.0	0.0	6.0	0.0	13.0	19.715999999999998	7.138	12.379000000000001	9.504	0.249	-0.685	-5.132000000000001	230.226	-0.365	111.891	-4.481	-0.526	2.1069999999999998	442.88800000000003	184.428	108.684	149.776	0.0	706.947	3.0	3.95	0.0154477	0.8665554	182.2395	-0.2923	4	57.07	31.666999999999998	50.0106	24.05	1	1	1	13	1
Sinigrin	Bitter	BitterDB	[K+].OC[C@H]1O[C@@H](SC(=NOS(=O)(=O)[O-])CC=C)[C@H](O)[C@@H](O)[C@@H]1O	C=CCC(=NOS(=O)(=O)[O-])S[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O.[K+]	False	898	0.879	9.693999999999999	-2.0	0.0483608	-1.354	1.0	0.0	202.62	2.0	29.895	0.0	0.0	0.0	0.0	0.0	1.0	0.0	13.0	1.0	6.0	10.0	6.0	0.0	6.0	5.0	22.0	25.665	11.065999999999999	23.974	21.583000000000002	-1.456	-1.1320000000000001	-2.362	4.375	-2.858	2.3569999999999998	-5.495	-1.486	6.934	567.814	215.382	290.887	39.041	22.503	994.3389999999999	5.0	14.0	0.055132400000000005	0.8484944	358.3653	-2.0589	7	202.62	76.082	72.308	29.639	0	1	5	22	-1
Propallylonal	Bitter	BitterDB	CC(C)C1(CC(=C)Br)C(=O)NC(=O)NC1=O	CC(C1(CC(=C)Br)C(=O)NC(=O)NC1=O)C	False	119	0.741	10.597000000000001	0.0	0.0079369	-3.72	0.0	0.0	75.27	3.0	87.84899999999999	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	5.0	6.0	0.0	6.0	1.0	16.0	20.865	7.422999999999999	11.842	7.932	1.656	-2.424	-2.3080000000000003	726.041	-0.341	723.304	-3.333	-0.261	2.384	402.949	196.122	119.681	29.596	57.549	716.2189999999999	2.0	4.0	0.0140386	0.9607546999999999	289.1258	1.3797	3	75.27	46.501000000000005	61.1338	23.744	0	1	0	16	0
Quinacrine Dihydrochloride dihydrate	Bitter	BitterDB	[Cl-].[Cl-].CC[NH+](CC)CCCC(C)[NH2+]c1c2ccc(Cl)cc2nc3ccc(OC)cc13	CC[NH+](CCCC([NH2+]c1c2cc(OC)ccc2nc2c1ccc(c2)Cl)C)CC.[Cl-].[Cl-]	False	2274	1.48	7.972	1.0	0.0253932	-5.24	0.0	1.0	38.59	3.0	100.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	9.0	0.0	5.0	4.0	14.0	0.0	14.0	0.0	28.0	40.412	12.151	17.396	6.928	5.047	-4.277	-5.582999999999999	1498.2520000000002	0.38299999999999995	2087.8289999999997	-2.483	0.758	5.664	665.315	384.35	22.906	186.55900000000003	71.5	1263.443	1.0	4.75	0.0071395	0.8495225000000001	400.9647	4.1054	9	38.59	55.28	116.8638	53.207	3	3	1	28	1
Guaifenesin	Bitter	BitterDB	COc1ccccc1OCC(O)CO	OCC(COc1ccccc1OC)O	False	282	-0.309	8.682	-1.0	0.013423500000000001	-1.815	0.0	0.0	58.92	3.0	88.353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	4.0	4.0	6.0	0.0	6.0	0.0	14.0	19.248	6.892	11.290999999999999	8.722999999999999	1.131	-1.704	-4.463	1150.567	-0.738	575.69	-2.121	-0.623	3.088	445.349	192.32299999999998	98.596	154.43	0.0	710.197	2.0	4.9	0.01556	0.8644046000000001	198.2158	0.7471	5	58.92	36.667	51.2392	23.586	1	1	1	14	0
Phenylephrine	Bitter	BitterDB	Cl.CNCC(O)c1cccc(O)c1	CNCC(c1cccc(c1)O)O.Cl	False	2248	-0.085	9.197000000000001	0.0	0.007037000000000001	-0.489	0.0	0.0	57.07	2.0	68.681	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	0.0	4.0	3.0	6.0	0.0	6.0	0.0	12.0	17.798	6.676	11.839	9.693999999999999	0.159	-0.292	-4.8	190.479	-0.33399999999999996	91.165	-4.738	-0.608	2.127	406.186	139.172	117.363	149.651	0.0	643.016	3.0	3.95	0.0168435	0.8869953000000002	168.213	-0.6411	3	57.07	30.166999999999998	45.2626	22.215	1	1	1	12	1
Cinnamedrine	Bitter	BitterDB	CC(C(O)c1ccccc1)N(C)CC=C/c2ccccc2	CN(C(C(c1ccccc1)O)C)CC=Cc1ccccc1	False	2560	-0.081	8.862	1.0	0.0036481	-3.12	0.0	0.0	24.67	3.0	100.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	7.0	0.0	4.0	2.0	12.0	0.0	12.0	0.0	21.0	32.951	10.588	13.957	7.23	3.4219999999999997	-2.718	-5.936	1053.984	0.2	579.309	-2.416	0.359	1.9169999999999998	555.871	172.43200000000002	39.014	344.425	0.0	1007.257	1.0	3.7	0.0066562	0.8742146000000001	282.4	2.261	6	24.67	43.167	87.8146	41.65	2	2	3	21	1
Galegine	Bitter	BitterDB	CC(=CCN=C(N)N)C	CC(=CCN=C(N)N)C	False	634	-0.633	8.157	-1.0	0.048825	-0.794	0.0	0.0	63.64	3.0	75.48899999999999	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	9.0	14.69	5.252999999999999	11.700999999999999	8.888	0.293	-1.251	-3.534	413.286	-0.867	190.354	-5.919	-0.6809999999999999	5.252999999999999	375.215	213.645	145.487	16.084	0.0	565.143	4.0	2.0	0.0106605	0.8810283000000001	128.1955	-0.9985	3	63.64	17.334	37.3146	15.675	0	0	0	9	1
Acetylpyrazine	Bitter	BitterDB	CC(=O)c1cnccn1	CC(=O)c1cnccn1	False	172	1.182	10.392999999999999	0.0	0.0313629	0.061	0.0	0.0	42.85	3.0	81.85	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	3.0	6.0	0.0	6.0	0.0	9.0	13.719000000000001	4.363	6.756	6.289	-0.13699999999999998	-0.004	-3.377	1295.829	-0.21899999999999997	654.638	-2.645	-1.237	3.8760000000000003	319.268	85.552	93.15100000000001	140.564	0.0	479.066	0.0	4.5	0.0	0.9274138000000001	122.1246	-0.3028	1	42.85	24.334	31.775	14.948	1	1	0	9	0
Cis-isocohumulone	Bitter	BitterDB	CC(C)C(=O)C1=C(O)[C@](O)([C@H](CC=C(C)C)C1=O)C(=O)CC=C(C)C	CC(=CCC(=O)[C@]1(O)C(=C(C(=O)[C@H]1CC=C(C)C)C(=O)C(C)C)O)C	False	2215	0.6920000000000001	9.361	-1.0	0.1064142	-3.88	1.0	0.0	94.5	1.0	100.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	9.0	0.0	10.0	5.0	5.0	0.0	5.0	2.0	25.0	36.253	10.448	17.697	7.997000000000001	3.3930000000000002	-4.315	-4.255	1000.5010000000001	-0.9790000000000001	494.977	-2.533	0.228	11.300999999999998	652.909	531.625	104.99700000000001	16.288	0.0	1200.1480000000001	1.0	6.5	0.0099554	0.8365053	347.4254	2.0927	7	94.5	70.585	96.9348	36.906	0	1	2	25	-1
Acetylthiourea	Bitter	BitterDB	CC(=O)NC(=S)N	CC(=O)NC(=S)N	False	533	0.816	8.6	-1.0	0.2984033	-0.83	0.0	0.0	87.21	3.0	77.7	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	7.0	10.845999999999998	3.952	11.299000000000001	6.2139999999999995	0.13	-1.2109999999999999	-2.685	621.337	-0.244	719.432	-3.8569999999999998	-0.637	11.259	294.254	96.97200000000001	126.814	0.0	70.469	424.787	2.0	2.0	0.009612200000000001	0.9287306000000001	118.1575	-0.1844	1	87.21	22.500999999999998	30.8215	12.312999999999999	0	0	0	7	0
Diphenhydramine	Bitter	BitterDB	CN(C)CCOC(c1ccccc1)c2ccccc2	CN(CCOC(c1ccccc1)c1ccccc1)C	False	734	-0.19899999999999998	9.012	2.0	0.0033399999999999997	-2.451	0.0	0.0	13.67	3.0	100.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	6.0	0.0	5.0	2.0	12.0	0.0	12.0	0.0	19.0	32.465	9.738	12.07	5.787000000000001	3.284	-2.7560000000000002	-6.48	2410.069	0.59	1416.31	-1.795	0.212	1.807	565.755	214.99400000000003	1.136	349.626	0.0	977.832	0.0	3.7	0.0	0.8421306000000001	256.3627	1.8242	6	13.67	36.834	77.829	38.172	2	2	0	19	1
Hydrogen cyanide	Bitter	BitterDB	C#N	C#N	False	2020	-1.4380000000000002	12.607000000000001	0.0	0.0847289	0.18899999999999997	0.0	0.0	23.79	3.0	85.25	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	1.8630000000000002	0.8640000000000001	2.39	3.1639999999999997	-0.151	1.334	-2.004	2027.371	0.065	1061.961	-2.675	-1.044	3.99	160.89700000000002	36.266	72.653	51.978	0.0	187.93400000000003	0.5	1.5	0.0065921999999999994	0.9861742	27.0253	0.5675	0	23.79	10.0	7.0145	2.6260000000000003	0	0	0	2	0
Dextromethorphan	Bitter	BitterDB	COc1ccc2C[C@@H]3[C@H]4CCCC[C@]4(CCN3C)c2c1	COc1ccc2c(c1)[C@]13CCCC[C@@H]3[C@@H](C2)N(CC1)C	False	590	-0.298	8.847000000000001	2.0	0.0017729	-2.884	0.0	0.0	13.67	3.0	100.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	4.0	2.0	17.0	0.0	17.0	10.0	20.0	31.055	7.569	10.913	4.046	3.385	-3.4739999999999998	-4.473	2389.396	0.889	1403.183	-3.2119999999999997	0.526	1.281	516.881	429.477	1.53	85.87299999999999	0.0	925.308	0.0	2.75	0.0	0.8884485000000001	272.4051	2.1139	1	13.67	34.584	80.4642	35.771	1	4	4	20	1
Valpromide	Bitter	BitterDB	CCCC(CCC)C(=O)N	CCCC(C(=O)N)CCC	False	2828	-1.48	9.845	0.0	0.0401727	-0.508	0.0	0.0	43.09	3.0	83.42299999999999	0.0	35.53	1.0	0.0	0.0	0.0	1.0	5.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	10.0	16.232	5.182	9.124	8.197000000000001	0.813	-0.622	-1.91	775.2080000000001	-0.466	759.488	-2.64	-0.7170000000000001	5.069	402.593	315.736	86.85600000000001	0.0	0.0	639.586	2.0	2.5	0.0087819	0.8917271000000001	143.2267	2.0907	5	43.09	24.0	42.1934	16.891	0	0	0	10	0
	Bitter	BitterDB	CC(C)c1ccc(C=NO)cc1	CC(c1ccc(cc1)C=NO)C	False	2141	0.318	9.316	0.0	0.0046025	-1.69	0.0	0.0	32.59	3.0	93.336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	2.0	6.0	0.0	6.0	0.0	12.0	18.951	6.112	8.765	5.996	1.611	-2.255	-4.022	1521.7420000000002	-0.40299999999999997	778.824	-2.215	-0.34700000000000003	1.74	411.751	183.55900000000003	85.791	142.401	0.0	657.4989999999999	1.0	3.2	0.0077716999999999994	0.8880975	163.2163	2.8255	2	32.59	27.666999999999998	50.3747	22.609	1	1	0	12	0
Iodinated Glycerol	Bitter	BitterDB	CC(I)C1OCC(CO)O1	OCC1COC(O1)C(I)C	False	923	0.948	9.252	1.0	0.04703619999999999	-2.572	0.0	0.0	38.69	3.0	94.206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	1.0	3.0	5.0	0.0	5.0	3.0	10.0	15.195	4.797	9.12	6.83	0.8340000000000001	-1.389	-3.003	3055.157	0.135	4329.001	-2.224	-0.773	5.23	370.655	240.52	53.872	0.0	76.264	581.581	1.0	5.1	0.0137594	0.9090790000000001	258.0542	1.1457	2	38.69	24.119	44.8792	17.949	0	1	3	10	0
