name	orig_taste	reference	smiles	can-smiles	In Bitter Domain	taste	orig_idx	EA(eV)	IP(eV)	CNS	dip^2/V	CIQPlogS	RuleOfThree	RuleOfFive	PSA	HumanOralAbsorption	PercentHumanOralAbsorption	SAfluorine	SAamideO	#stars	#amine	#amidine	#acid	#amide	#rotor	#rtvFG	#metab	#NandO	#ringatoms	#in34	#in56	#noncon	#nonHatm	QPpolrz	QPlogPC16	QPlogPoct	QPlogPw	QPlogPo/w	QPlogS	QPlogHERG	QPPCaco	QPlogBB	QPPMDCK	QPlogKp	QPlogKhsa	dipole	SASA	FOSA	FISA	PISA	WPSA	volume	donorHB	accptHB	ACxDN^.5/SA	glob	MW	AlogP	RB	PSA	Estate	MR	Polar	Num aromatic rings	RingCount	ChiralCenterCount	HeavyAtomCount	Total charge
Sarmentosin	Bitter	Phyto-Dictionary	N#C/C(CO)=C\CO[C@H](O1)[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO	OC[C@H]1O[C@@H](OC/C=C(\C#N)/CO)[C@@H]([C@H]([C@@H]1O)O)O	1.0	True	1201	0.332	10.4	-2.0	0.0208845	-1.38	1.0	0.0	143.4	2.0	37.354	0.0	0.0	1.0	0.0	0.0	0.0	0.0	11.0	1.0	6.0	8.0	6.0	0.0	6.0	5.0	19.0	22.263	9.613999999999999	21.943	21.118000000000002	-2.336	-2.022	-4.004	22.175	-2.656	8.062000000000001	-5.5360000000000005	-1.3030000000000002	4.29	520.7230000000001	219.268	279.452	22.003	0.0	881.299	5.0	13.4	0.057541699999999994	0.8537034	275.2552	-2.3374	6	143.4	60.332	62.6065	24.469	0	1	5	19	0
Amygdalin	Bitter	Phyto-Dictionary	c1ccccc1[C@H](C#N)O[C@H](O2)[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO[C@H](O3)[C@H](O)[C@@H](O)[C@H](O)[C@H]3CO	OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](O[C@H](c3ccccc3)C#N)[C@@H]([C@H]([C@@H]2O)O)O)[C@@H]([C@H]([C@@H]1O)O)O	1.0	True	2157	0.039	9.916	-2.0	0.012768	-2.274	2.0	2.0	202.32	1.0	2.647	0.0	0.0	7.0	0.0	0.0	0.0	0.0	15.0	2.0	9.0	12.0	18.0	0.0	18.0	10.0	32.0	39.292	15.822000000000001	34.672	31.813000000000002	-2.68	-2.496	-5.603	9.272	-3.616	3.141	-5.274	-1.66	4.12	725.166	209.345	319.38599999999997	196.43400000000003	0.0	1329.371	7.0	20.2	0.07369930000000001	0.8062914000000001	457.4285	-2.4023	6	202.32	93.83	104.2874	44.864	1	3	11	32	0
Gentiobiose	Bitter	Phyto-Dictionary	O[C@H](O1)[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO[C@H](O2)[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO	OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](O)[C@@H]([C@H]([C@@H]2O)O)O)[C@@H]([C@H]([C@@H]1O)O)O	0.0	True	1068	-1.7209999999999999	10.57	-2.0	0.0138941	0.11699999999999999	2.0	2.0	189.53	1.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	12.0	2.0	7.0	11.0	12.0	0.0	12.0	10.0	23.0	25.291999999999998	11.533	30.381	30.934	-4.092	-1.328	-4.101	5.029	-3.4330000000000003	1.6219999999999999	-6.77	-1.482	3.687	566.5319999999999	219.12900000000002	347.403	0.0	0.0	978.2810000000001	8.0	18.7	0.09336030000000001	0.8412332	342.2965	-4.2603	4	189.53	74.83	68.3367	28.253	0	2	10	23	0
stevioside	Bitter	Bitter-New	OC[C@H]1[C@@H](O)[C@H](O)[C@H](O)[C@@H](O1)OC(=O)[C@](C)(CCC2)[C@@H](CC3)[C@@]2(C)[C@H]([C@@]345)CC[C@@](C5)(C(=C)C4)O[C@H](O6)[C@H]([C@@H](O)[C@H](O)[C@@H]6CO)O[C@H](O7)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]7CO	OC[C@@H]1O[C@@H](O[C@]23CC[C@H]4[C@](C2)(CC3=C)CC[C@H]2[C@]4(C)CCC[C@@]2(C)C(=O)O[C@@H]2O[C@@H](CO)[C@H]([C@@H]([C@@H]2O)O)O)[C@H]([C@H]([C@@H]1O)O)O[C@@H]1O[C@@H](CO)[C@H]([C@@H]([C@@H]1O)O)O	0.0	True	1296	-0.885	9.913	-2.0	0.0088439	-3.747	2.0	3.0	294.98	1.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	20.0	3.0	12.0	18.0	34.0	0.0	34.0	30.0	56.0	64.766	22.057	53.907	44.099	-2.296	-1.72	-4.474	3.673	-4.215	1.155	-6.226	-1.5290000000000001	4.3	962.262	588.899	361.792	11.571	0.0	2090.244	11.0	28.25	0.0973692	0.8216174999999999	804.8722	-1.7289	10	294.98	149.995	186.1487	75.809	0	7	21	56	0
Lidocaine HCl	Bitter	Bitter-New	CC[NH+](CC)CC(=O)Nc(c1C)c(C)ccc1	CC[NH+](CC(=O)Nc1c(C)cccc1C)CC	1.0	True	1228	-0.204	9.242	1.0	0.0370098	-1.5390000000000001	0.0	0.0	33.54	3.0	96.119	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	0.0	5.0	3.0	6.0	0.0	6.0	0.0	17.0	27.495	7.942	12.603	6.775	2.267	-1.766	-4.66	1327.954	0.42100000000000004	743.663	-3.1830000000000003	-0.009000000000000001	5.742000000000001	503.92400000000004	349.745	28.432	125.74700000000001	0.0	891.0139999999999	1.0	4.5	0.0089299	0.8886345999999999	235.3452	1.0658	5	33.54	36.335	70.0496	31.553	1	1	0	17	1
Donepezil	Bitter	Bitter-New	COc(c1)c(OC)cc(c12)C[C@@H](C2=O)C[C@H]3CC[N@@H+](CC3)Cc4ccccc4	COc1cc2c(cc1OC)C[C@@H](C2=O)C[C@@H]1CC[N@H+](CC1)Cc1ccccc1	1.0	True	2522	0.436	8.942	1.0	0.0143637	-4.338	0.0	0.0	39.97	3.0	100.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	6.0	0.0	6.0	4.0	21.0	0.0	21.0	7.0	28.0	43.896	12.34	17.166	7.58	4.4510000000000005	-4.792	-6.7860000000000005	875.409	0.098	473.98699999999997	-2.9960000000000004	0.628	4.2989999999999995	720.3889999999999	421.526	47.515	251.34799999999998	0.0	1286.922	0.0	5.5	0.0	0.7942663000000001	380.4999	3.009	6	39.97	56.835	110.0159	50.192	2	4	3	28	1
DIAZEPAM	Bitter	Bitter-New	c1c(Cl)ccc(c12)N(C)C(=O)CN=C2c3ccccc3	Clc1ccc2c(c1)C(=NCC(=O)N2C)c1ccccc1	1.0	True	360	0.87	9.213	1.0	0.023476499999999997	-3.9189999999999996	0.0	0.0	32.67	3.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	17.0	0.0	12.0	1.0	20.0	32.043	9.297	13.12	7.175	2.997	-3.807	-5.0760000000000005	2535.155	0.175	3323.4320000000002	-1.7309999999999999	0.134	4.573	520.95	120.807	62.416000000000004	266.431	71.295	890.8689999999999	0.0	4.0	0.0	0.8594984	284.7402	3.1714	1	32.67	45.613	79.8119	37.529	2	3	0	20	0
S praziquantel	Bitter	Bitter-New	C1CCCCC1C(=O)N(CC2=O)C[C@H]3N2CCc(c34)cccc4	O=C(N1CC(=O)N2[C@H](C1)c1ccccc1CC2)C1CCCCC1	1.0	True	60	0.272	9.54	0.0	0.07007680000000001	-2.129	0.0	0.0	40.62	3.0	85.676	0.0	61.784	0.0	0.0	0.0	0.0	2.0	1.0	0.0	5.0	4.0	20.0	0.0	20.0	11.0	23.0	36.701	9.6	15.966	12.979000000000001	1.608	-2.103	-2.049	569.446	-0.237	915.3860000000001	-2.343	-0.623	8.58	592.861	361.789	78.946	152.126	0.0	1050.587	0.0	6.0	0.0	0.8430118000000001	312.4061	2.4773	1	40.62	48.833999999999996	88.7847	38.105	1	4	1	23	0
PGG	Bitter	Bitter-New	c1c(O)c(O)c(O)cc1C(=O)OC[C@H]2[C@H](OC(=O)c3cc(O)c(O)c(c3)O)[C@H](OC(=O)c4cc(O)c(O)c(c4)O)[C@H](OC(=O)c5cc(O)c(O)c(c5)O)[C@@H](O2)OC(=O)c6cc(O)c(O)c(c6)O	O=C(c1cc(O)c(c(c1)O)O)O[C@@H]1O[C@@H](COC(=O)c2cc(O)c(c(c2)O)O)[C@@H]([C@@H]([C@@H]1OC(=O)c1cc(O)c(c(c1)O)O)OC(=O)c1cc(O)c(c(c1)O)O)OC(=O)c1cc(O)c(c(c1)O)O	0.0	True	1350	0.583	9.139	-2.0	0.038830300000000005	-9.466000000000001	2.0	3.0	444.18	1.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	26.0	6.0	15.0	26.0	36.0	0.0	36.0	5.0	67.0	72.305	30.98	61.957	48.751000000000005	-3.13	-3.37	-7.102	0.0	-10.87	0.0	-12.943	-1.318	9.47	1142.45	48.207	809.6489999999999	284.594	0.0	2309.7270000000003	15.0	22.95	0.07780210000000001	0.739665	940.6772	3.6926	16	444.18	215.84	207.9559	98.61200000000001	5	6	5	67	0
procyanidin B3	Bitter	Bitter-New	Oc1c(O)ccc(c1)[C@@H]([C@H](C2)O)Oc(c23)c(c(O)cc3O)[C@H]4[C@H](O)[C@H](c(c5)ccc(O)c5O)Oc(c46)cc(O)cc6O	Oc1cc(O)c2c(c1)O[C@H]([C@H]([C@@H]2c1c(O)cc(c2c1O[C@H]([C@H](C2)O)c1ccc(c(c1)O)O)O)O)c1ccc(c(c1)O)O	1.0	True	2114	-0.055999999999999994	8.606	-2.0	0.0485974	-7.233	2.0	3.0	223.59	1.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	10.0	0.0	14.0	12.0	32.0	0.0	32.0	6.0	42.0	48.545	18.468	38.580999999999996	29.002	0.318	-3.424	-5.13	2.491	-3.5069999999999997	0.759	-6.64	-0.27	8.439	730.3810000000001	91.13799999999999	379.57300000000004	259.67	0.0	1465.271	10.0	10.9	0.047193	0.854203	577.5123	2.6841	3	223.59	121.17	141.9352	68.82600000000001	4	6	5	42	-1
procyanidin  C2	Bitter	Bitter-New	Oc1cc(O)cc(c12)O[C@@H](c(c3)ccc(O)c3O)[C@@H](O)[C@@H]2c(c(O)cc4[O-])c(c45)O[C@@H](c(c6)ccc(O)c6O)[C@@H](O)[C@H]5c(c(O)cc7O)c(c78)O[C@H]([C@H](C8)O)c(c9)ccc(O)c9O	Oc1cc(O)c2c(c1)O[C@H]([C@H]([C@@H]2c1c(O)cc(c2c1O[C@@H](c1ccc(c(c1)O)O)[C@H]([C@H]2c1c(O)cc(c2c1O[C@H]([C@H](C2)O)c1ccc(c(c1)O)O)O)O)[O-])O)c1ccc(c(c1)O)O	0.0	True	2559	0.27699999999999997	8.681000000000001	-2.0	0.029233	-10.892000000000001	2.0	3.0	336.8	1.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	15.0	0.0	21.0	18.0	48.0	0.0	48.0	9.0	63.0	74.315	28.259	58.222	43.456	0.336	-5.267	-7.3870000000000005	0.092	-6.472	0.021	-8.41	-0.327	7.933	1061.381	117.995	530.846	412.539	0.0	2152.946	15.0	16.35	0.0596612	0.7597122	864.7565	3.448	5	336.8	183.005	211.0183	102.477	6	9	8	63	-2
bergapten	Bitter	Bitter-New	O=c(o1)ccc(c2OC)c1cc(c23)occ3	COc1c2ccc(=O)oc2cc2c1cco2	1.0	True	1400	1.112	9.111	0.0	0.0858725	-2.7039999999999997	0.0	0.0	52.58	3.0	94.551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	4.0	13.0	0.0	13.0	0.0	16.0	21.147	6.776	9.787	6.165	1.4340000000000002	-1.32	-3.5180000000000002	2033.3729999999998	-0.038	1065.359	-1.9509999999999998	-0.56	7.433	381.466	79.38600000000001	72.517	229.563	0.0	643.4590000000001	0.0	3.75	0.0	0.9449078000000002	216.1895	2.0712	1	52.58	39.501999999999995	52.9056	26.767	3	3	0	16	0
	Bitter	UNIMI	O=c(o1)ccc(c2OC)c1cc(c23)occ3	COc1c2ccc(=O)oc2cc2c1cco2	1.0	True	1400	1.112	9.111	0.0	0.0858725	-2.7039999999999997	0.0	0.0	52.58	3.0	94.551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	4.0	13.0	0.0	13.0	0.0	16.0	21.147	6.776	9.787	6.165	1.4340000000000002	-1.32	-3.5180000000000002	2033.3729999999998	-0.038	1065.359	-1.9509999999999998	-0.56	7.433	381.466	79.38600000000001	72.517	229.563	0.0	643.4590000000001	0.0	3.75	0.0	0.9449078000000002	216.1895	2.0712	1	52.58	39.501999999999995	52.9056	26.767	3	3	0	16	0
xanthotoxin	Bitter	Bitter-New	c1coc(c12)c(OC)c3c(c2)ccc(=O)o3	COc1c2oc(=O)ccc2cc2c1occ2	1.0	True	1658	1.109	9.09	0.0	0.0963947	-2.7039999999999997	0.0	0.0	52.58	3.0	95.632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	4.0	13.0	0.0	13.0	0.0	16.0	22.089000000000002	6.855	10.232999999999999	6.275	1.59	-1.6469999999999998	-3.918	2077.521	-0.055999999999999994	1090.383	-1.8940000000000001	-0.499	8.003	398.73	86.62700000000001	71.53399999999999	240.57	0.0	664.357	0.0	3.75	0.0	0.923465	216.1895	2.0712	1	52.58	39.501999999999995	52.9056	26.767	3	3	0	16	0
	Bitter	UNIMI	c1coc(c12)c(OC)c3c(c2)ccc(=O)o3	COc1c2oc(=O)ccc2cc2c1occ2	1.0	True	1658	1.109	9.09	0.0	0.0963947	-2.7039999999999997	0.0	0.0	52.58	3.0	95.632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	4.0	13.0	0.0	13.0	0.0	16.0	22.089000000000002	6.855	10.232999999999999	6.275	1.59	-1.6469999999999998	-3.918	2077.521	-0.055999999999999994	1090.383	-1.8940000000000001	-0.499	8.003	398.73	86.62700000000001	71.53399999999999	240.57	0.0	664.357	0.0	3.75	0.0	0.923465	216.1895	2.0712	1	52.58	39.501999999999995	52.9056	26.767	3	3	0	16	0
isopimpinellin	Bitter	Bitter-New	O=c(o1)ccc(c2OC)c1c(OC)c(c23)occ3	COc1c2ccc(=O)oc2c(c2c1cco2)OC	1.0	True	2271	1.124	8.964	0.0	0.0981614	-2.9939999999999998	0.0	0.0	61.81	3.0	95.405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	3.0	5.0	13.0	0.0	13.0	0.0	18.0	23.546999999999997	7.062	11.05	6.507000000000001	1.58	-1.6580000000000001	-3.8089999999999997	2031.884	-0.136	1064.516	-2.006	-0.5529999999999999	8.463	428.651	169.08900000000003	72.551	187.011	0.0	729.6160000000001	0.0	4.5	0.0	0.9143744	246.2155	2.0548	2	61.81	44.669	59.3688	29.239	3	3	0	18	0
	Bitter	UNIMI	O=c(o1)ccc(c2OC)c1c(OC)c(c23)occ3	COc1c2ccc(=O)oc2c(c2c1cco2)OC	1.0	True	2271	1.124	8.964	0.0	0.0981614	-2.9939999999999998	0.0	0.0	61.81	3.0	95.405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	3.0	5.0	13.0	0.0	13.0	0.0	18.0	23.546999999999997	7.062	11.05	6.507000000000001	1.58	-1.6580000000000001	-3.8089999999999997	2031.884	-0.136	1064.516	-2.006	-0.5529999999999999	8.463	428.651	169.08900000000003	72.551	187.011	0.0	729.6160000000001	0.0	4.5	0.0	0.9143744	246.2155	2.0548	2	61.81	44.669	59.3688	29.239	3	3	0	18	0
skimmianine	Bitter	Bitter-New	c1coc(c12)nc3c(c2OC)ccc(OC)c3OC	COc1ccc2c(c1OC)nc1c(c2OC)cco1	1.0	True	2731	1.209	8.397	1.0	0.0413827	-3.6189999999999998	0.0	0.0	53.72	3.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	4.0	5.0	13.0	0.0	13.0	0.0	19.0	25.304000000000002	7.191	10.145	5.171	2.772	-2.343	-3.8280000000000003	8000.309	0.304	4682.755999999999	-0.757	-0.22	5.7170000000000005	452.67400000000004	257.026	9.785	185.863	0.0	789.832	0.0	3.75	0.0	0.9128572	259.2573	2.5028	3	53.72	42.669	67.6639	32.285	3	3	0	19	0
	Bitter	UNIMI	c1coc(c12)nc3c(c2OC)ccc(OC)c3OC	COc1ccc2c(c1OC)nc1c(c2OC)cco1	1.0	True	2731	1.209	8.397	1.0	0.0413827	-3.6189999999999998	0.0	0.0	53.72	3.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	4.0	5.0	13.0	0.0	13.0	0.0	19.0	25.304000000000002	7.191	10.145	5.171	2.772	-2.343	-3.8280000000000003	8000.309	0.304	4682.755999999999	-0.757	-0.22	5.7170000000000005	452.67400000000004	257.026	9.785	185.863	0.0	789.832	0.0	3.75	0.0	0.9128572	259.2573	2.5028	3	53.72	42.669	67.6639	32.285	3	3	0	19	0
skimmianine	Bitter	Bitter-New	c1coc(c12)[nH+]c3c(c2OC)ccc(OC)c3OC	COc1ccc2c(c1OC)[nH+]c1c(c2OC)cco1	1.0	True	1806	1.209	8.397	1.0	0.0413827	-3.6189999999999998	0.0	0.0	53.72	3.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	4.0	5.0	13.0	0.0	13.0	0.0	19.0	25.304000000000002	7.191	10.145	5.171	2.772	-2.343	-3.8280000000000003	8000.309	0.304	4682.755999999999	-0.757	-0.22	5.7170000000000005	452.67400000000004	257.026	9.785	185.863	0.0	789.832	0.0	3.75	0.0	0.9128572	259.2573	2.5028	3	53.72	42.669	67.6639	32.285	3	3	0	19	0
	Bitter	UNIMI	c1coc(c12)[nH+]c3c(c2OC)ccc(OC)c3OC	COc1ccc2c(c1OC)[nH+]c1c(c2OC)cco1	1.0	True	1806	1.209	8.397	1.0	0.0413827	-3.6189999999999998	0.0	0.0	53.72	3.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	4.0	5.0	13.0	0.0	13.0	0.0	19.0	25.304000000000002	7.191	10.145	5.171	2.772	-2.343	-3.8280000000000003	8000.309	0.304	4682.755999999999	-0.757	-0.22	5.7170000000000005	452.67400000000004	257.026	9.785	185.863	0.0	789.832	0.0	3.75	0.0	0.9128572	259.2573	2.5028	3	53.72	42.669	67.6639	32.285	3	3	0	19	0
Trp-Pro	Bitter	Bitter-New	[O-]C(=O)[C@@H]1CCCN1C(=O)[C@@H]([NH3+])Cc2c[nH]c(c23)cccc3	[O-]C(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]c2c1cccc2)[NH3+]	1.0	True	2140	0.386	8.713	-1.0	0.0650144	-1.733	1.0	0.0	103.87	2.0	35.635999999999996	0.0	24.904	0.0	1.0	0.0	1.0	1.0	5.0	0.0	5.0	6.0	14.0	0.0	14.0	4.0	22.0	29.455	10.466	19.727999999999998	15.838	-1.2670000000000001	-1.2690000000000001	-1.421	7.947	-0.795	6.127999999999999	-5.797000000000001	-0.701	7.772	508.38699999999994	157.53	179.05	171.80700000000002	0.0	929.015	4.0	6.0	0.0236041	0.9057021999999999	301.3404	-1.1942	4	103.87	57.501000000000005	76.38	35.961	2	3	2	22	0
Trp-Pro	Bitter	Bitter-New	[O-]C(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc2c[nH]c(c23)cccc3	[O-]C(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]c2c1cccc2)N	1.0	True	117	0.386	8.713	-1.0	0.0650144	-1.733	1.0	0.0	103.87	2.0	35.635999999999996	0.0	24.904	0.0	1.0	0.0	1.0	1.0	5.0	0.0	5.0	6.0	14.0	0.0	14.0	4.0	22.0	29.455	10.466	19.727999999999998	15.838	-1.2670000000000001	-1.2690000000000001	-1.421	7.947	-0.795	6.127999999999999	-5.797000000000001	-0.701	7.772	508.38699999999994	157.53	179.05	171.80700000000002	0.0	929.015	4.0	6.0	0.0236041	0.9057021999999999	301.3404	-1.1942	4	103.87	57.501000000000005	76.38	35.961	2	3	2	22	0
Trp-Trp-Trp	Bitter	Bitter-New	c1cccc(c12)[nH]cc2C[C@@H](C([O-])=O)NC(=O)[C@H](Cc3c[nH]c(c34)cccc4)NC(=O)[C@@H]([NH3+])Cc5c[nH]c(c56)cccc6	O=C([C@H](Cc1c[nH]c2c1cccc2)NC(=O)[C@H](Cc1c[nH]c2c1cccc2)[NH3+])N[C@H](C(=O)[O-])Cc1c[nH]c2c1cccc2	1.0	True	711	0.124	8.227	-2.0	0.019677599999999996	-6.957999999999999	2.0	2.0	173.34	2.0	24.636999999999997	0.0	29.724	3.0	1.0	0.0	1.0	2.0	12.0	0.0	8.0	10.0	27.0	0.0	27.0	0.0	43.0	58.497	20.178	33.650999999999996	22.073	2.115	-4.457	-2.9989999999999997	4.238	-1.7630000000000001	3.417	-4.378	0.121	5.7589999999999995	831.294	114.184	203.796	513.314	0.0	1685.503	6.5	6.5	0.019934999999999998	0.8239418	576.645	0.6989	11	173.34	104.00299999999999	155.9829	76.273	6	6	3	43	0
urea	Bitter	Bitter-New	NC(=O)N	NC(=O)N	1.0	True	1070	-1.163	9.737	-1.0	0.1653604	0.41	0.0	0.0	69.11	2.0	45.016000000000005	0.0	47.638000000000005	9.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	4.0	4.024	2.9330000000000003	10.107999999999999	12.905999999999999	-2.199	1.001	-0.5589999999999999	53.566	-0.8320000000000001	53.74	-5.188	-1.368	6.485	199.07299999999998	0.0	199.07299999999998	0.0	0.0	254.33	4.0	2.0	0.0200931	0.9751776	60.0553	-1.1049	0	69.11	16.667	13.3868	5.397	0	0	0	4	0
trans-pseudoisoeugenol 2-methyl butyrate	Bitter	Bitter-New	CC[C@H](C)C(=O)Oc(c1\C=C\C)ccc(c1)OC	C/C=C/c1cc(OC)ccc1OC(=O)[C@H](CC)C	1.0	True	491	0.254	8.937000000000001	1.0	0.0118259	-3.199	0.0	0.0	35.53	3.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	3.0	3.0	6.0	0.0	6.0	0.0	18.0	28.546999999999997	7.771	10.392000000000001	4.099	3.6639999999999997	-3.8089999999999997	-4.423	5572.022	0.023	3167.39	-1.101	0.203	3.2960000000000003	533.379	386.708	26.351	120.32	0.0	918.607	0.0	3.25	0.0	0.8568062	248.3175	4.1209	6	35.53	41.501000000000005	72.8158	31.381	1	1	1	18	0
Calcium lactate	Bitter	Bitter-New	[O-]C(=O)[C@H](C)O	[O-]C(=O)[C@@H](O)C	1.0	True	2428	-0.7879999999999999	10.945	-1.0	0.0565705	-0.28300000000000003	0.0	0.0	60.36	2.0	61.074	0.0	0.0	8.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	6.0	7.084	3.2089999999999996	7.331	7.492999999999999	-0.21100000000000002	-0.079	-0.461	94.61200000000001	-0.6559999999999999	49.193999999999996	-4.093999999999999	-1.053	4.531000000000001	257.77299999999997	107.656	150.116	0.0	0.0	362.88300000000004	2.0	3.7	0.020299200000000003	0.9544923000000001	89.07	-1.0955	1	60.36	27.0	16.5614	6.888999999999999	0	0	1	6	-1
caffeic acid ethyl ester	Bitter	Bitter-New	CCOC(=O)/C=C/c1cc(O[Si](C)(C)C)c(cc1)O[Si](C)(C)C	CCOC(=O)/C=C/c1ccc(c(c1)O[Si](C)(C)C)O[Si](C)(C)C	1.0	True	1439	0.44	8.37	0.0	0.028250599999999997	-5.204	1.0	1.0	44.76	1.0	100.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	8.0	1.0	0.0	4.0	6.0	0.0	6.0	0.0	23.0	40.28	11.145	14.859000000000002	4.385	5.433	-6.502000000000001	-5.334	2546.4339999999997	-0.578	1358.6729999999998	-1.564	0.9640000000000001	5.98	713.706	556.5930000000001	62.213	94.9	0.0	1265.983	0.0	3.7	0.0	0.7929834	352.5728	5.8093	8	44.76	51.056000000000004	88.2902	37.236	1	1	0	23	0
procyanidin B1	Bitter	Bitter-New	Oc1c(O)cc(cc1O)C(=O)O[C@@H](C2)[C@H](c(c3)ccc(O)c3O)Oc(c24)c(c(O)cc4O)[C@H]5[C@H](O)[C@H](c(c6)ccc(O)c6O)Oc(c57)cc(O)cc7O	Oc1cc(O)c2c(c1)O[C@H]([C@H]([C@@H]2c1c(O)cc(c2c1O[C@H]([C@H](C2)OC(=O)c1cc(O)c(c(c1)O)O)c1ccc(c(c1)O)O)O)O)c1ccc(c(c1)O)O	0.0	True	2136	0.42100000000000004	8.664	-2.0	0.0379535	-9.331	2.0	3.0	290.35	1.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	14.0	1.0	16.0	16.0	38.0	0.0	38.0	6.0	53.0	62.482	24.188000000000002	48.281000000000006	35.571	0.165	-4.604	-6.422000000000001	0.07200000000000001	-6.017	0.016	-9.019	-0.196	8.407	922.3489999999999	55.376000000000005	541.965	325.009	0.0	1862.12	12.0	13.45	0.050514699999999996	0.7936118000000001	729.6166	3.9253	6	290.35	156.005	176.3417	85.58200000000001	5	7	5	53	-1
gallic acid ethyl ester	Bitter	Bitter-New	CCOC(=O)c1cc(O)c(O)c(c1)O	CCOC(=O)c1cc(O)c(c(c1)O)O	1.0	True	1035	0.493	9.123	-2.0	0.028462400000000002	-1.963	0.0	0.0	86.99	3.0	64.601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	3.0	5.0	6.0	0.0	6.0	0.0	14.0	18.462	7.011	12.809000000000001	10.197000000000001	0.168	-1.831	-4.1	111.91	-1.5630000000000002	46.375	-4.529	-0.5820000000000001	4.3839999999999995	429.87199999999996	140.856	205.31799999999998	83.698	0.0	675.336	3.0	4.25	0.017124200000000003	0.865975	198.1727	1.232	3	86.99	44.335	47.4158	21.837	1	1	0	14	0
p-coumaric acid ethyl ester	Bitter	Bitter-New	CCOC(=O)/C=C/c1ccc(O)cc1	CCOC(=O)/C=C/c1ccc(cc1)O	1.0	True	2194	0.723	9.11	-1.0	0.0061201	-2.384	0.0	0.0	46.53	3.0	90.571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	1.0	3.0	6.0	0.0	6.0	0.0	14.0	21.829	7.111000000000001	9.62	5.957999999999999	2.039	-2.895	-4.993	772.307	-0.8420000000000001	374.166	-2.549	-0.125	2.122	469.225	169.46599999999998	116.852	182.907	0.0	735.798	1.0	2.75	0.0058607	0.8400190999999999	192.2112	2.1279	4	46.53	37.001	54.2711	24.041	1	1	0	14	0
vanillic acid ethyl ester	Bitter	Bitter-New	CCOC(=O)c1cc(OC)c(O)cc1	CCOC(=O)c1ccc(c(c1)OC)O	1.0	True	2223	0.402	9.076	0.0	0.0047893	-2.207	0.0	0.0	55.76	3.0	89.705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	2.0	4.0	6.0	0.0	6.0	0.0	14.0	20.749000000000002	6.395	9.565	6.294	1.746	-2.5540000000000003	-4.275	861.375	-0.6829999999999999	421.01800000000003	-2.83	-0.268	1.8459999999999999	447.639	231.762	111.854	104.023	0.0	711.6030000000001	1.0	3.5	0.0078188	0.8611177999999999	196.1999	1.7504	4	55.76	38.168	50.4908	23.035	1	1	0	14	0
